Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"05. Jun 2025 01:42:27",01JWYW108SECS8BTK98FHDDV4B,01JWYW120C2V24TGKZDY9QCNXS,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-574966210,tablet,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"03. Jul 2025 09:43:54",01JZ5JT1KX2CG0T0XPG8XSN03S,01JZ5JT2KB2CW7GZ6B9MJC226P,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,,,,,,
"25. Jul 2025 17:27:37",01K119ZQH0HGP594X4QKNQHHHB,01K119ZR98T5WSTQHCQKHY94PK,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"04. Jul 2025 10:55:59",01JZAH6NQ788WJGCZ5S07DCPMV,01JZAH6PHDAEYDV9XF9FHRKNRY,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"25. Sep 2025 03:44:30",01K5ZFEJMFQ4CY4VVHGADGN801,01K5ZFEM2NYPBDRA38NHKEY34B,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjwrc7GBhCfARIsAHGcW5XTLoWq79eM24mCiwH1syOoRM0qayxWh7B1i5WyMQKdb7XgJfSTzAQaAoEnEALw_wcB,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"20. Sep 2025 08:41:04",01K5K4FWCQA63375EE78SD7VTK,01K5K4FXF9PWPCWE8XDJ86KGEG,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"19. Jun 2025 11:51:58",01JY40EEAT1CRC462BA1QN4X48,01JY40EF1MNCMKH3D45VHY9P3X,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNb7XFfdXgzo18XT7Kv5ozjv3&gclid=CjwKCAjw6s7CBhACEiwAuHQcktfug7WUQvjkPEvXwqtS2-Wt84QZhKrki2TzwqGgIwTj-w1VZOFkfxoCRwMQAvD_BwE,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"18. Oct 2025 20:18:33",,01K7WFHA8B977MKFFMPFQXDWGB,,https://www.gramo.no/medlemskap/utbetalingskalkulator,null,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,Annet,,,,,
"01. Jul 2025 09:48:10",01JZ2P3GAT4R7PWP3D5NW236BD,01JZ2P3TN3KVC47BAK679C9ZMG,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"26. Oct 2025 09:12:30",,01K8FWK3F05XQJ713MKMAPKF41,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"15. Sep 2025 10:33:16",01K56EXPGDYEPB46AWTFHBXQ1D,01K56EXQNB6KXM2TXDETRVHEDA,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNa-mf23uB4ws0y1PBafy084Z&gclid=EAIaIQobChMI2ePnlMjajwMV_xeiAx3wzQr8EAAYAyAAEgK9KPD_BwE,mobile,Annet,Annet,"Lage musikk ",true,"Musiker / Artist",,,,,
"03. Aug 2025 10:50:54",01K1QRVPHRPWT6CKWZGTA475B4,01K1QRVQQ74CX2PQYE64QP7TW2,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"28. Oct 2025 14:00:09",,01K8NHTXKACMMX0VE6G3QHM2A6,,https://musikkbruk.gramo.no/kunde/kontrollert?_gl=1*1lwha61*_ga*MjExOTIzNzMyMy4xNzYxNjU5OTMy*_ga_F3XX7WCPBD*czE3NjE2NTk5MzEkbzEkZzAkdDE3NjE2NTk5MzEkajYwJGwwJGgw,desktop,Annet,Annet,,,,,,,,
"22. Nov 2025 10:56:25",,01KANK995EZE6A09YANN8BBG4N,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"05. Aug 2025 19:16:17",01K1XTJH62FJ5C4GBE1MRANH2W,01K1XTJJ678YG66AAMJ0ZS5W6D,,https://www.gramo.no/,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"23. Jul 2025 13:30:21",01K0VQ9FZ70M0G2K0NNVTS4RPK,01K0VQ9GZ44MEYH16Q21ADGNSM,,https://www.gramo.no/kontakt#message-member-team,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist",,,,,
"27. Aug 2025 10:08:52",01K3NF5QY1JE7TH4SJ3BKXZB2H,01K3NF5RKGTDAAX66AQ0S97D65,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,"Innholdet var vanskelig å forstå",,"Jeg dropper det",
"26. May 2025 08:47:40",01JW5WA8HQPC4J9X6PAR5QVH3F,01JW5WA8ZCGANK8GZDYSRW4QFN,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"29. Nov 2025 21:01:47",,01KB8PNAZRD8V2F0MYWZXKT5ZN,,https://www.gramo.no/,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"20. Oct 2025 12:24:48",01JXM816YS48837TC1H8NHWXQK,01JXM817P37YYSN42SB27CDQ9N,,https://www.gramo.no/medlemskap/utbetalingskalkulator?utm_source=chatgpt.com,desktop,Annet,Annet,dfg,,,,,,,
"23. Jul 2025 02:05:47",01K0TGDMAKDV4GZ8J3RW9XCD65,01K0TGDNNPXS4H75BC643VPQ1Y,,https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NTMyMzY2NzgsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiJlOTAxYWE5Yi1hNGIzLTQ2N2ItYTYyNi0yNjc3MDkzMDgwZGEiLCJuYW1lIjoiVmlkYXIgSC4gQW5kZXJzZW4iLCJtb2JpbGUiOiIrNDc0NjY3NTc3MyIsImFsdGVybmF0aXZlX21vYmlsZSI6bnVsbCwiZW1haWwiOiJ2aWRhckBsaXZlLm5vIiwibG9jYWxlIjoibmIifSwidW5pcXVlX2lkZW50aWZpZXIiOiJiMGFlOTM5MTE3ZTY0MzU1YjIwZWNkZjExYjI4N2NlOSJ9fQ.jHeQ6_3HrCArLP3gwDEcydCXl2n1gkfV_hAGcq2Tz5g,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"05. Jul 2025 10:18:51",01JZD1EAQJNZB056PFDKGXNAPD,01JZD1EC04FSKCCTF41SG5GTSA,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"24. Jun 2025 18:01:59",01JYHHKZF9TB4B9NTT3AXJR4NA,01JYHHM0HWKGJMR8J64NV20GBV,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,,,,,,
"16. Nov 2025 11:24:34",,01KA66DN85NY1P1VF5GT62RACG,,https://minside.gramo.no/login,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"11. Sep 2025 08:08:29",01K4VX0E5Y2KGQ4AK20FE9EKRG,01K4VX0FB6NAFSYKK22QQXKJX8,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,false,,,,,,
"19. May 2025 12:59:56",01JVMA12RGR83NC2RB3AD4H4A5,01JVMA13EN7R6QJEP2MC5BE3PA,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,,,,,,
"05. Sep 2025 07:22:21",01K4CC0HMK4CAASRK68614RM7J,01K4CC0JNJVT8BM2W5A1AGKWGH,,https://www.gramo.no/kontakt#message-member-team,mobile,Annet,Annet,Mastereier,,,,,,,
"29. Oct 2025 16:05:14",01JXHX48SPK8H8RJ09H2SDQ6YN,01JXHX49EF8XKJ7JSS9ZNBY9JD,,"https://musikkbruk.gramo.no/kunde/registrert, https://musikkbruk.gramo.no/kunde/steg3",desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Bedrift utenfor musikkbransjen",,,,,
"20. Sep 2025 16:28:21",01K5KZ7KPZBPJVMZSXN2JCAKKD,01K5KZ7MV7396H9X0S7DKSCEEJ,,https://minside.gramo.no/user,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"26. May 2025 12:12:42",01JW682XJAJ1TPH3B05GE3JRNA,01JW683037NV7772Q119PN04YP,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"04. Nov 2025 12:46:19",,01K97EC7FF0YA27BATRT2ZCEMT,,https://musikkbruk.gramo.no/kunde/steg3,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Bedrift utenfor musikkbransjen",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,,
"17. Oct 2025 15:09:19",,01K7SAVAK8Q4SY7M048D4VV9A6,,https://www.gramo.no/medlemskap/bli-medlem,null,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"24. Sep 2025 08:12:20",01JZJZMKMBQZYB8DRRP8NQM49W,01K5XCDZBMPNB8QYA7VM2EFC0W,,"https://minside.gramo.no/user/recordings, https://minside.gramo.no/login",desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,true,"Musiker / Artist",,,,,
"04. Jun 2025 00:06:26",01JWW400HSMZM1ZT33NNM9E08G,01JWW401CZ4SZ31NA3WG7EHSEK,,https://minside.gramo.no/login-choose-mobile?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NDk3MzE5NDEsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiI1NzllNzA1YS01OWM2LTRjZGMtYjBjMi1iYjkzOTE4NGY4OWEiLCJuYW1lIjoiUkFHTkFSIEJKRVJLUkVJTSIsIm1vYmlsZSI6Iis0NzkwOTg4Mzc4IiwiYWx0ZXJuYXRpdmVfbW9iaWxlIjoiKzQ3OTA5ODgzNzgiLCJlbWFpbCI6InJiamVya3JlQG9ubGluZS5ubyIsImxvY2FsZSI6Im5iIn0sInVuaXF1ZV9pZGVudGlmaWVyIjpudWxsfX0.FXTv2vrd2QTIFAcHI9XIhnxRdHK_DruMiVUlYMoc5-8,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"01. Sep 2025 14:53:52",01K42W91EJ35Z67MZMEGM88PEW,01K42W92G78E5M4CCGNGPT3RV3,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"04. Nov 2025 15:00:01",,01K97P0ETHKEZVZVDA51RZWR5X,,https://www.gramo.no/medlemskap/utbetaling,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"19. Oct 2025 09:35:10",,01K7XX2YHRY96EC6MM2M8S9ER4,,https://www.gramo.no/medlemskap/isrc-kode,null,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"28. Sep 2025 10:06:08",01JZJZMKMBQZYB8DRRP8NQM49W,01K67WH74MN90YYJ02Z8FFK08B,,https://minside.gramo.no/login,desktop,"Finne veiledning og svar på spørsmål",Annet,Overblikk,true,,,,,,
"02. Jun 2025 09:25:46",01JWQZATSW6TMRA7XVQZS69D3W,01JWQZAVJT8J75CZH2Z44PMB5M,Oppsigelse,https://www.gramo.no/bedrift/gramo-for-bedrifter,desktop,Annet,Annet,"oppsigelse ",,,,,,,
"31. Jul 2025 22:58:28",01K1HB8NFTQW7AHF3VS6JSPQPN,01K1HB8PBP6DFT59MNE6T6BJWS,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"01. Oct 2025 12:47:49",01K62F533ZDJ7M3P598YZS1CBJ,01K6FWZVVTTP1GDN05MNJVHJ9X,,https://minside.gramo.no/user,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist",,,,,
"18. Jul 2025 14:49:50",01K0F04P4101V9EESYKSAXCR80,01K0F04QE53BBB9Z2117NP0DEZ,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"01. Oct 2025 12:00:15",01K6BPS9025Y6Y8CD0SB2QBAM5,01K6BPSA47RS2CJAT0NEMKB2HW,,https://minside.gramo.no/user/profile-info/personal,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"04. Jul 2025 16:59:32",01JZB5WK9XSF37QZBXDBYY38AS,01JZB5WM5DSDE82QP74H8B7NNK,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"24. Nov 2025 11:02:25",,01KATRDGY2RACA44AH2NAQKEBQ,,https://musikkbruk.gramo.no/kunde/oppslag?_gl=1*15b93en*_ga*MTAxMTQ4Njc2OS4xNzYzOTgyMDgx*_ga_F3XX7WCPBD*czE3NjM5ODIxMDMkbzEkZzAkdDE3NjM5ODIxMDMkajYwJGwwJGgw,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"01. Oct 2025 15:52:03",01K6G7H7BMHF8N715YYCTSMX4C,01K6G7H833J9MVVF5ZYYDP03JY,,https://www.gramo.no/,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"17. Sep 2025 17:04:02",01K5CA2ZDS1JFJ64QEEJX7PRYV,01K5CA30KX0B3BDC4ERP7A3EF7,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"11. Jul 2025 09:51:46",01JZWEAZQMXF5E8ZAJ6BC8WJMZ,01JZWEB0Z56JWGNDQTPK85TAZG,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,,,,,,,,
"29. Aug 2025 08:13:24",01JWC9R2MCXJVSQWK5X5S4FZ38,01JWC9R3K1ZNE0NZT5ASYG24JK,,https://www.gramo.no/,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"09. May 2025 11:08:14",01JTTBK1A53WY5CRFVE5NWEQCT,01JTTBK1QW1QPJSGWMK7VMNJE4,,https://www.gramo.no/logg-inn,desktop,Annet,Annet,,,,,,,,
"27. Oct 2025 18:43:59",,01K8KFJ2TD8K6G20NF123GA64J,,https://minside.gramo.no/login,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"14. Jul 2025 12:53:41",01K04FY0MPFY8N5Y0G29CPPP13,01K04FY1XEFJEJ7XRVM4NQMQ0V,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"05. Jul 2025 06:04:02",01JZCJX5NJ40D345ET9MMVTDQC,01JZCJX6Y85PCD78TNMESQPKXE,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"07. Jun 2025 15:47:22",01JX5H5BNBS97ZSJWHHXVVHZBX,01JX5H5CK7MN0PQ1DRKM81J2HF,,https://www.gramo.no/,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"03. Nov 2025 17:37:25",,01K95CNERE9PAYTVH1XS0B91YP,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,,,,,,,,
"03. Jun 2025 12:01:07",01JWTTM62JVWV5M6NPQ9AAQFWR,01JWTTM6JXYVSHHP3JE0CF6NWY,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-105737651,unknown,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"16. Jun 2025 09:44:22",01JXW1YY99DJY9FSQ8D8WQ78DV,01JXW1YZ424EJMQA49NY9ZF1AN,,https://www.gramo.no/medlemskap/bli-medlem,mobile,Annet,Annet,,,,,,,,
"31. Oct 2025 07:05:31",,01K8WHAMF0AV7J2MN1AN1H5Q14,,https://minside.gramo.no/user/register,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"07. Jun 2025 22:14:56",01JX67AC70D21J77J3VZ9T7ZN6,01JX67ACWZ9AZPA7B5T6ANZRQY,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"02. Dec 2025 08:59:23",,01KBF4J1HAYT1F9XEN7NERNWJN,,https://minside.gramo.no/user/ledger?sector=performer,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"26. Aug 2025 07:29:42",01K3JMF8PNDAZVSP22CCSTTYVD,01K3JMF9CSM7YWWH35KRPGMYGT,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNa1q6oWS7Lyq5W9UpdoKLLqL&gclid=CjwKCAjwtrXFBhBiEiwAEKen137I11rBLjfU0Zg3WyUSNXhI99atpcyqQN4EfmTs4M1zKD6tYau9MBoCoawQAvD_BwE,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"25. Nov 2025 19:11:47",,01KABXYGGMTJF198GNPGMSAA0T,,https://www.gramo.no/,unknown,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"01. Sep 2025 08:39:09",01K426R1SFGD212X7SAJPDYZ9C,01K426R2MBBFB4M4M8SNM4QZGP,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"26. May 2025 23:59:03",01JW7FPGB22NCZRDG7JV106WZW,01JW7FPGZHYR6BHAK1CN026RXE,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"27. Sep 2025 11:44:23",01K65FRSZ8Y0R9K7A6Q02CXP9A,01K65FRTKBS5EFABFWVZ7GRWC6,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"06. Oct 2025 13:51:02",01K6WWK6B1T8HZAMA0Z8K19M4A,01K6WWK7A008PX7BJ03513KYYQ,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,Annet,,,,,
"14. May 2025 19:14:52",01JV83F2YZ8HMC1FYMZVGNVRY0,01JV83F3S0MGRG6BWKJC43R4ZY,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,,,,,,,,
"08. Oct 2025 12:39:42",01K71WKAQTQSW9F7VTBCSZ1ESY,01K71WKBVTJRQQP6WR6S731NHS,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNZ5D6JpIuyVh3D9LD51BBW2F&gclid=Cj0KCQjwl5jHBhDHARIsAB0YqjxBh89dAt8vafK8Lf1LuRoGIXxktKX1irOdrnVN9FDDmSYD09_3SlUaAviaEALw_wcB,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"26. Nov 2025 10:16:43",,01KAZTBXSGNTKDTVW4SY198A2S,,https://www.gramo.no/om-gramo/statistikken,desktop,Annet,Annet,,,,,,,,
"09. Aug 2025 19:40:22",01K285GAX48EJ0BETMKZTYHT5A,01K285GBQC4ZH9FF934AQRE4FY,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,Annet,"Record/Publishing Label and Production Studio",,,,
"04. Dec 2025 00:51:04",,01KBKCWJYWTAXGK4RFWRS1W2G1,,https://minside.gramo.no/login,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Ingen alternativ passer",
"18. Jun 2025 12:15:20",01JY1FD19QW7TQJZB1HPC525C1,01JY1FD1V5D5T6GMY7XB7ZDJET,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"26. Nov 2025 20:32:46",,01KB0XSVCX55XDKRKX6905WW6T,,https://www.gramo.no/medlemskap/utbetaling,desktop,Annet,Annet,,,,,,,,
"22. May 2025 19:19:05",01JS9NC51PYEQEBRZYP97614G3,01JVWPX3BNMHP2NBC1A3E6N7GR,,"https://minside.gramo.no/user/discography/releases/a88e76b2-6117-4896-94d1-b79ad9437127, https://minside.gramo.no/user/discography/release/new",desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist",,,,,
"12. May 2025 09:29:26",01JV1X6ZBCA7M02VV45YNRE3YS,01JV1X705N4PDESXCFKMAG2K1X,,https://musikkbruk.gramo.no/kunde/ny?utm_source=omdirigert_URL_301&utm_medium=ja&utm_campaign=musikkbruk_kort_URL,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"25. Sep 2025 07:18:30",01K5ZVRKHEFP151XF1HE85B4K0,01K5ZVRM6XTMXG373THP4AJ19Y,,https://www.gramo.no/,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"03. Jun 2025 05:47:28",01JWT57AEBF9NFMX2ENJ9E38ED,01JWT57B4RRHFJ9MPTS0RMJJZB,,https://minside.gramo.no/user,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"01. Nov 2025 16:26:20",,01K7WBESSH21YCHH612MZRFQ3R,,https://minside.gramo.no/user,null,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"24. Jul 2025 08:38:53",01K0XSAXKFD4K78GJKWVHXWRYV,01K0XSAYGDJ3QGZ6J46H4T4HHY,,https://www.gramo.no/,unknown,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"24. May 2025 23:28:56",01JW2A0K5RB41TRC6H76GP4TKY,01JW2A0KYW0AH5B3K68M8Z20V6,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"28. May 2025 14:19:03",01JWBM4W7KQ4P14AD3T7BCKT8A,01JWBM4XKJDFJD8XWXH4XT42G6,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-105803771,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"17. Nov 2025 12:22:29",,01KA8TD9TTHK45Y7Z6A57VPHD7,,https://www.gramo.no/medlemskap/bli-medlem,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"04. Sep 2025 11:02:41",01K4A659NWXP6MKV2NJ584CHKN,01K4A65A9XGCRGJJZTYA6870JQ,,https://musikkbruk.gramo.no/kunde/ny?_gl=1*lvxzxi*_ga*MTQ5OTk2MTI2LjE3NTY5ODM2MzY.*_ga_F3XX7WCPBD*czE3NTY5ODM2MzUkbzEkZzAkdDE3NTY5ODM2MzUkajYwJGwwJGgw,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,,,,,,
"03. Dec 2025 10:33:30",,01KBHW4F9AH60C9FGPEZMZRKEF,,https://www.gramo.no/kontakt,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,,,,,,
"24. Aug 2025 14:17:03",01K3E6ZP16SCTXASDS35A4H59E,01K3E6ZSYCDRRHN16568T3PTQR,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"01. Dec 2025 12:05:06",,01KB2QHXDTGFXRR6R31AKBK7ZM,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,Annet,,,
"21. Nov 2025 13:52:21",,01KAKAYTRJYA1MV8FA6CDMY3N5,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"30. Nov 2025 08:49:04",,01KB85GZDXYF3M33RMAGKPP5YH,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQiA0KrJBhCOARIsAGIy9wCgjCBiTCExPNkaAwhDDPOT5oHghb3zWkgcQ6ag_qu378NQmZKIenkaAolYEALw_wcB,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"06. Oct 2025 20:42:04",01K6XM3CA7VNYGRW6HEC2EMR32,01K6XM3CYZB2C072R5Z2TWJMQ3,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"10. Jul 2025 16:10:17",01JSJB9DKTHPW6Q51J6597BR0V,01JZTHK720CC6XNG1HJ3HN53W1,,https://minside.gramo.no/login,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
